494;38236.4;10914.7;26;388.8
488;38659.2;11500.1;28;330.8
496;37473.7;10639.3;32;438.4
475;39242;9407.91;25;362.8
466;40129.2;11261.3;30;235.2
467;39910.3;11662.3;29;257.2
511;37099.8;11239.7;26;534.8
512;36872.9;10125.1;25;548.8
514;36349.9;8210.27;27;552.8
518;35209.9;8765.06;24;700.8
519;35202.8;8175.21;26;682.8
522;34704.4;7635.87;25;748.8
526;34155.1;7100.5;21;822.8
672;32371.8;10472.4;26;1058.8
607;32548.9;7823.58;24;1058.8
541;33657.7;7699.67;25;898.8
539;33757.5;7655.81;24;878.8
542;33495.4;7679.02;25;922.8
543;33489.1;7731.12;24;924.8
578;32746.4;8798.79;26;1040.8
667;32409.2;10269.7;26;1058.8
575;32753.3;8649.3;24;1040.8
560;32993.6;8379.3;26;1020.8
629;32470.7;8795.59;25;1058.8
561;32769.1;7694.9;24;1034.8
547;33271.2;7786.15;22;960.8
537;33782.9;7537.61;22;872.8
555;33080.1;7809.67;23;982.8
550;33231.6;7936.19;22;966.8
546;33324;7768.08;23;952.8
573;32765.6;8542.25;25;1040.8
548;33248;7821.62;23;964.8
584;32672;8792.49;25;1060.8
535;33918.3;7899.44;24;880.8
549;33243.4;7888.38;23;964.8
587;32593.5;8916.23;22;1064.8
557;33078.7;7931.42;23;982.8
554;33108;8003.25;23;988.8
586;32670.6;8882.58;25;1060.8
